vuosi
hyökkäys
hehtaari
ruotsalainen
harrastus
loma
juna
sijoitus
tilasto
sali
asenne
maisema
meri
perustaminen
tarjous
odotus
periaate
velka
materiaali
jäsenyys
laiva
museo
kirje
länsi
osaaminen
todellisuus
äänestys
järvi
suomi
palvelus
kaupunginjohtaja
matkustaja
säästö
uhka
kiinteistö
kohta
varapuheenjohtaja
pohjoinen
edellytys
rehtori
vinkki
urheilija
väestö
reitti
järjestely
usko
talli
posti
ilmoitus
sairaus
työelämä
rivi
taho
kiinnostus
arkisto
ohje
toimisto
kyky
kolmannes
porukka
pääosa
runo
työllisyys
lukija
maine
kiire
katto
puolustus
etelä
kortti
käyttäjä
päiväkoti
amerikkalainen
muisto
lintu
kannattaja
ammatti
satama
terveys
bändi
lakko
työvoima
kampanja
tosi
alus
tauti
itsenäisyys
kiitos
järjestäjä
tonni
tuottaja
neuvosto
karhu
uutistoimisto
radio
ympäristökeskus
ensi-ilta
ralli
maajoukkue
koko
hiihto
hallinta
oppositio
aloite
maalaus
tulkinta
ikkuna
hopea
kanava
valtiovarainministeri
liikunta
ilmiö
avustus
valtaosa
kirjallisuus
tuotto
paluu
lama
tapaaminen
ammattilainen
jääkiekko
saaminen
tori
lopputulos
kasvot
vene
vuorokausi
lähtökohta
alkoholi
kakkonen
päällikkö
alkuvuosi
kiekko
pääsy
demokratia
ostaja
parantaminen
sentti
sukupolvi
turva
tuomari
vaate
varsi
luottamus
lento
maku
pääkaupunkiseutu
oma
suosikki
taivas
surma
selkä
järjestäminen
öljy
korotus
joki
juoksu
ihme
kruunu
pääsihteeri
aurinko
bussi
karsinta
ooppera
lehtikuva
äänestäjä
olosuhde
kulu
markkinointi
arki
syyttäjä
tuli
ohjaus
mitta
presidenttiehdokas
pakkanen
huone
kokoelma
kunnanjohtaja
festivaali
totuus
kokeilu
koululainen
tanssi
viikonvaihde
ajo
kännykkä
kivi
toteuttaminen
valitus
tohtori
polvi
pyörä
energia
hakija
vuotias
vasemmistoliitto
järjestys
este
seminaari
siirtyminen
tuntuma
laita
liha
tuomioistuin
puisto
viljelijä
talousarvio
näyttämö
tili
puolustaja
litra
sanomalehti
matkailu
omaisuus
lisääminen
remontti
neliö
tauko
maailmanmestari
vapaus
vaihto
messu
oppilaitos
yläaste
vankila
näyttö
terveydenhuolto
terveyskeskus
laulaja
tahto
media
vuodenvaihde
kannanotto
päävalmentaja
osoite
pelto
sanoma
dokumentti
kuningas
organisaatio
kaava
ohjelmisto
lukema
lava
hahmo
operaatio
pronssi
hankinta
urakka
jalkapallo
filmi
etusivu
edellisvuosi
leipä
presidentinvaali
toiminnanjohtaja
valmistelu
toimenpide
hovioikeus
vastaanotto
suku
ketju
kuoro
lähde
vika
tiedotusväline
pituus
rangaistus
suoritus
korva
yksilö
lentokenttä
säveltäjä
keskuspankki
lupaus
sektori
opiskelu
hakemus
kulutus
kauppias
vanki
teho
oikeudenkäynti
herra
moottori
eduskuntaryhmä
henkilöauto
pommitus
osallistuminen
vamma
tosiasia
ruumis
haitta
luonne
elintarvike
eläkeläinen
väite
toiminto
ajankohta
prosessi
valtioneuvosto
rahasto
kissa
kirjoitus
ulottuvuus
myyjä
sade
osuma
kenraali
sijoittaja
jako
yksityiskohta
kartta
maailmanmestaruus
keikka
määräraha
pääoma
väitöskirja
mielenosoitus
kaupunginvaltuusto
itse
paketti
saavutus
kuvio
testi
kokoonpano
ulkomaalainen
rengas
säätiö
lähivuosi
kamppailu
veli
hyppy
viini
prosenttiyksikkö
mökki
päätöksenteko
lainsäädäntö
puhemies
johtokunta
vankeus
osakilpailu
sauna
valtuutettu
eduskuntavaali
ala-aste
menetys
valokuva
sankari
olympialainen
maito
suoja
turisti
autoilija
hyvinvointi
kävijä
ominaisuus
kertomus
nopeus
siirto
vakuutusyhtiö
tarjonta
kansanäänestys
kasvi
englanti
pyrkimys
kyyti
lahja
harjoittelu
ulkoministeriö
veri
menetelmä
kumppani
pettymys
rouva
valtakunta
kuvaus
paino
lopettaminen
murha
pommi
komitea
kuljetus
väline
määräys
into
selitys
toivo
oppi
neljännes
varasto
tunnustus
varjo
versio
unelma
vaiva
suhtautuminen
loppuottelu
puoliso
hoitaja
tulipalo
opetusministeriö
kommunisti
voimavara
vuokra
ansio
palokunta
kapteeni
havainto
lääninhallitus
teknologia
piirre
komentaja
perustelu
vastaaja
muusikko
valmius
komissaari
avustaja
linna
veteraani
ilmapiiri
valmistaja
muuttaminen
huumori
nuoriso
sosiaalidemokraatti
sato
katsomo
jäte
tilaus
välierä
näkymä
kotitalous
askel
ilme
kahvi
kerros
tiedottaja
keittiö
alkupuoli
perustuslaki
vapaa-aika
tuho
kolmasosa
kommentti
olut
onnistuminen
resurssit
itä
kiertue
omakotitalo
lämpö
pääte
kuri
maasto
opinto
korkeus
kaupunkilainen
ristiriita
seutukunta
valmistus
filosofia
järki
jono
suojelu
putki
saksalainen
mäki
puoluekokous
aloittaminen
konttori
yhteistyökumppani
uni
kotijoukkue
lentokone
peruna
tietotekniikka
firma
päätoimittaja
kritiikki
puite
koe
maailmansota
siviili
perusta
puolustusministeri
helikopteri
kaatopaikka
harrastaja
suksi
piispa
lapsuus
pariskunta
vahvuus
virasto
valiokunta
ennuste
korjaus
kynnys
sopu
kerrostalo
albumi
kukka
avaus
sakko
palkansaaja
ilves
asianajaja
ajattelu
hyökkääjä
vertailu
lisäys
hätä
mainos
haave
juhannus
pappi
hirvi
karjalainen
matkapuhelin
lennonjohtaja
esine
asiakirja
lohko
puheenvuoro
kutsu
keskiarvo
laskelma
muutto
poikkeus
talouskasvu
maisteri
väylä
vakuutus
lehmä
avioliitto
myymälä
puolustusvoima
pula
britti
tuominen
sissi
kaupunginteatteri
aines
tiedote
laajennus
lisääntyminen
osavaltio
kuntalainen
liiketoiminta
veto
rajoitus
solisti
työmarkkina
matkailija
edusta
luominen
penni
raaka-aine
telakka
ilmaisku
strategia
varmuus
torjunta
rikollisuus
ikäluokka
risteys
rinne
valtiovarainministeriö
esiintyminen
yleisurheilu
vuotisjuhla
divisioona
fuusio
käsikirjoitus
yhdistäminen
panos
grafiikka
läheisyys
säilyttäminen
liittymä
tutkinto
tarkkailija
menneisyys
muisti
arviointi
puku
rauhansopimus
konkurssi
räjähdys
valtuuskunta
kilpa
katse
arkkitehti
suuruus
vähentäminen
palaute
työsuhde
potku
titteli
hallintoneuvosto
lukko
peruskoulu
soitto
työaika
uskonto
kuusi
jääkiekkoilu
toimitus
toimiala
kuulija
seikka
sihteeri
lahti
vapaa
tiede
aineisto
laukaus
pelaaminen
dosentti
sävy
tukeminen
pudotuspeli
pullo
sairaanhoitopiiri
asuminen
inflaatio
päivähoito
vetäjä
lattia
kamera
seuraaja
tasapaino
arvostelu
siipi
tasa-arvo
kuutio
lisä
jatkaminen
oire
velvollisuus
ajoneuvo
myrsky
norjalainen
kerho
puheenjohtajuus
vauva
lehdistö
tanssija
nuorukainen
hammas
video
riita
rintama
duuma
polttoaine
soittaja
lähiaika
ammattikorkeakoulu
nimitys
päämäärä
elo
sukulainen
taulu
jalkapalloilu
avajaiset
kasa
marja
maalaiskunta
kuntayhtymä
maanviljelijä
osto
suunnittelija
uudistaminen
linja-auto
lasi
virta
hoitaminen
elinkeinoelämä
hallitusohjelma
kassa
pahoinpitely
näyte
irtisanominen
saalis
esiintyjä
suositus
elämys
hiihtäjä
tuonti
leikki
arvostus
jatkoaika
käsite
salo
loukkaantuminen
turvaaminen
mielikuva
nykyaika
paita
verotulo
sormi
kalusto
kipu
veljekset
mielenkiinto
lähetys
liikkuminen
esivaali
junior
ammattiliitto
kehittyminen
ihmisoikeus
hautausmaa
kilpailukyky
kohtaaminen
keskussairaala
nostaminen
latu
valtatie
emäntä
valuutta
rannikko
susi
syöttö
rekka
linjaus
sielu
tupakka
ulkopuolinen
voi
konferenssi
mittari
kenkä
satu
miehistö
vaalikausi
ympäristöministeriö
kansi
toteutuminen
jäähalli
metsäteollisuus
maapallo
tulli
tiedotustilaisuus
eväs
uutuus
virus
tutkimuslaitos
kaksikko
anti
loppuvuosi
pala
puheenjohtajamaa
olympiakomitea
kymppi
nuoruus
korkeakoulu
teoria
lääketiede
saaja
suru
ydin
niska
epävarmuus
normaali
peruskorjaus
reuna
syntymä
kulma
lämpötila
ydinvoima
ilmavoima
kapellimestari
portti
elementti
taksi
ammattitaito
kielto
laajentuminen
häiriö
arkipäivä
haku
palkkio
pykälä
suurlähettiläs
tulva
epäily
laajentaminen
maaperä
valtionosuus
kehitysmaa
oppiminen
sosialidemokraatti
sukupuoli
kahvila
kunnanvaltuusto
opisto
sävellys
jazz
osanottaja
neuvo
keli
jännitys
puheenjohtajakausi
heitto
rinta
metalli
pyyntö
stadion
suo
selvittäminen
runoilija
insinööri
kärsimys
systeemi
hauta
asetelma
rock
ulkopolitiikka
hyväksyminen
alentaminen
edistäminen
vaalipiiri
siirtäminen
viina
lenkki
tyyppi
runkosarja
olemassaolo
artikkeli
formula
istunto
olemus
puhelu
synty
rytmi
vähemmistö
yhdistelmä
huolto
johtopäätös
puuttuminen
vuosikausi
parlamenttivaali
tango
poistaminen
yhtymä
hiljaisuus
kansakunta
sotilasliitto
hankkiminen
ruotsi
etsintä
käyttäytyminen
kirjoittaminen
huhu
toteutus
varoitus
viidennes
katastrofi
liikenneministeriö
salaisuus
identiteetti
kongressi
pulma
työehtosopimus
aamupäivä
saha
talvisota
verkosto
moottoritie
tarkastus
otsikko
sijainti
lentäjä
alkuvaihe
tuska
mielenosoittaja
purkaminen
aukko
kylki
aita
alennus
puutarha
tutkinta
musta
perjantai-ilta
suola
menettely
sisäministeriö
kulku
vuori
apuraha
ruutu
tienoo
rakentaja
kolmikko
penkki
mutka
osuuskunta
lapsiperhe
pohjola
maaherra
nurkka
hedelmä
rauhanturvaaja
liittokansleri
vesistö
korjaaminen
köyhä
virolainen
pitäminen
jokeri
pyöräilijä
pelisääntö
lentoasema
markkinaosuus
tasapeli
puoliväli
turvallisuusneuvosto
instituutti
tiedekunta
päästö
palkankorotus
viihde
tähtäin
yhdistyminen
hius
kannattavuus
lääninoikeus
metsänomistaja
nato
lomautus
sosiaaliturva
välittäjä
toimikunta
aikakausi
ilmaisu
tupo
kartano
liittyminen
lisensiaatti
palomies
todistaja
kaupunginorkesteri
ylioppilas
osallistuja
saaristo
työministeriö
uskottavuus
parannus
opas
olympiakisat
veronmaksaja
kirkonkylä
yhde
työvoimatoimisto
syntyminen
asevoima
tshekki
ydinvoimala
sisäministeri
asu
kolmonen
komedia
vaunu
loppupuoli
elin
vappu
kaupankäynti
kollega
muoti
maanjäristys
erimielisyys
päähenkilö
päättyminen
vahvistus
helmi
takavuosi
kolari
ohjus
vanhainkoti
edeltäjä
aalto
häät
kalastaja
osakas
työskentely
painopiste
palauttaminen
sijoittaminen
kirkkoherra
jakaminen
todiste
maaottelu
projektipäällikkö
tuoli
syöpä
klassikko
kohtaus
direktiivi
voimala
työväenpuolue
helpotus
länsimaa
lukumäärä
luotto
veistos
yksityinen
vapaaehtoinen
hylly
rahaliitto
hallituspuolue
lauantai-ilta
vakaus
varusmies
avain
maanomistaja
maatila
torstai-ilta
kohtelu
taajama
löytäminen
arvonlisävero
juhlavuosi
tytäryhtiö
osoitus
galleria
julistus
aikaväli
piano
studio
aivot
juoma
ajaminen
imago
miinus
yhteenotto
lähistö
tukikohta
väkivaltaisuus
herkku
kyläläinen
kiinteistövero
polku
vasemmisto
pääsiäinen
bakteeri
kompromissi
nelonen
prinsessa
elämäntapa
keskiviikkoilta
kurdi
saanti
nälkä
ehdokkuus
loppusuora
eteneminen
loppukilpailu
vaikuttaja
biisi
kori
vihollinen
europarlamentaarikko
rakennustyö
hymy
naiminen
tavaratalo
alkaminen
käänne
muuri
seikkailu
nykypäivä
maanantai-ilta
puolustusministeriö
tiistai-ilta
kasvatus
kaupunginosa
valikoima
vetoomus
kalastus
draama
helle
tuomaristo
työpäivä
soitin
julkaisu
ylivoima
väheneminen
pesä
bisnes
ottaminen
temppu
pitäjä
te-keskus
yritystoiminta
vastine
näytös
uinti
keräys
viestintä
aie
koivu
liikevoitto
edustajisto
esittely
muna
matematiikka
ravinto
innostus
köyhyys
väärinkäytös
optio
syytetty
vapauttaminen
verta
tielaitos
naapurimaa
säilyminen
kunnostus
jazz
potti
vaihtelu
läheinen
savu
kriteeri
kuningatar
reissu
apteekki
maahanmuuttaja
pätkä
harmi
rikkominen
esiopetus
harkinta
metsästys
musikaali
järistys
keho
puoluesihteeri
rauhanneuvottelu
markkinatalous
kallio
eurovaali
vire
kangas
levottomuus
nenä
esimies
yksimielisyys
tuntemus
varaus
etäisyys
ruuhka
sähköposti
kaasu
prinssi
yhtiökokous
euroalue
iho
kesäteatteri
kuorma-auto
osinko
pako
bensiini
alkuviikko
kohu
vahvistaminen
vammainen
varkaus
käyttöönotto
raunio
juutalainen
poro
toimeentulotuki
vallankumous
antaminen
lehtori
muuttoliike
neliömetri
vastaava
upseeri
yhteisymmärrys
bruttokansantuote
perintö
poikanen
toimihenkilö
tulija
palsta
show
tasku
muistomerkki
vilja
tunnus
hallinto-oikeus
laituri
talouspolitiikka
aluepolitiikka
lyönti
liikenneministeri
sulkeminen
tulokas
lakimies
paavi
elinkeino
riemu
ratkaiseminen
kesäloma
fani
vaalikampanja
käsityö
laboratorio
punainen
rima
tupakointi
keskittyminen
arvokisa
market
annos
kuntoutus
nosto
lähetystö
patsas
erottaminen
sairaanhoitaja
rikollinen
sisar
kontakti
johtaminen
siemen
käyttäminen
laajuus
lahjoitus
äidinkieli
aatto
vastaväittäjä
verottaja
viulu
kansantalous
mennyt
päämaja
tärkeys
runko
meijeri
oikeusasiamies
rekisteri
oululainen
tehokkuus
moraali
saneeraus
avaaminen
persoona
pohjavesi
tunneli
allas
konsultti
hintataso
sokeri
armo
salkku
konflikti
alakerta
esikuva
kaukalo
arkkipiispa
lause
työmaa
massa
seuranta
tanskalainen
kitara
lohi
valtuus
piikki
teltta
vastapaino
laatikko
tappara
mittaus
oja
vähennys
kortteli
epäonnistuminen
säännös
seksi
polkupyörä
visio
reaktio
retki
lähialue
vuosikate
pianisti
suurlähetystö
media
ostos
petos
turvapaikka
terveysministeriö
määräaika
pussi
varas
viiva
tilinpäätös
kauhu
valtiovalta
klubi
taktiikka
uimahalli
liikemies
rohkeus
tukija
luopuminen
toimija
karjala
syvyys
kauneus
työttömyysaste
vetäytyminen
gramma
kotikaupunki
lukeminen
oikeusministeri
kuulustelu
rautatie
toimeentulo
ylilääkäri
kioski
kuski
masennus
lavastus
auttaminen
leijona
toimivuus
melu
ostaminen
sisällissota
vaaliliitto
joulupukki
ranskalainen
tietoyhteiskunta
hälytys
kustannusarvio
avoimuus
kurkku
sunnuntai-ilta
maantie
metsätalousministeriö
valmistuminen
vuorovaikutus
jatkuminen
itsemurha
liittovaltio
yhteisövero
keksintö
maksaminen
resepti
uusinta
törmäys
muuttuminen
oikeusministeriö
estäminen
mielikuvitus
traktori
metsätalous
valtti
yksityistäminen
leviäminen
haastaja
jumala
europarlamentti
merkintä
motiivi
tunto
mummo
raati
rauhanturvajoukko
kantaesitys
sieni
hyödyntäminen
portaat
tuttava
lähettäminen
huoltoasema
kesämökki
jäähy
haju
ryöstö
kustantaja
alkuperä
lakkauttaminen
työkalu
keskusjärjestö
ateria
aukio
itsetunto
tuottaminen
kesto
kuvaaja
asiantuntemus
makkara
puuha
kynttilä
piirros
itseluottamus
saksa
erikoiskoe
yhteistoiminta
passi
pommi-isku
profiili
keula
kuvataide
sänky
jätevesi
luonnos
vastustus
pohjoisosa
kriitikko
kaula
sisätila
syli
teollisuusministeriö
manageri
syytös
turma
tutkiminen
palveluala
nauru
jarru
satanen
seteli
vuokra-asunto
vartija
neuvottelukunta
vaihtuminen
kehä
kuve
kynsi
valokuvaaja
puhdistus
voimalaitos
alaisuus
lammas
rasva
kotiseutu
maraton
muslimi
tutkimuskeskus
painostus
luu
plussa
työnteko
heikkous
kapasiteetti
osuuspankki
eläminen
muotoilu
sika
takaa-ajo
asetus
jännite
työreformi
navetta
matto
palestiinalainen
ulkonäkö
epäilys
kasvattaminen
ylläpito
areena
läsnäolo
valmennus
aika-ajo
erikoissairaanhoito
kuutiometri
poliisilaitos
sarjakuva
sinfonia
luettelo
juoni
murhe
pilvi
lehdistötilaisuus
ruusu
jääminen
sponsori
kaavoitus
kunnallisvaali
panostus
selonteko
nimimerkki
instituutio
torni
lakiesitys
laajeneminen
indeksi
konservatorio
metsästäjä
startti
velvoite
sävel
hyväksyntä
menestyminen
nolla
punta
touhu
mainonta
vihje
kasvukeskus
keski-ikä
toimintatapa
seurue
aate
ihmiskunta
toivomus
vaja
tarkkuus
tilastokeskus
mietintö
serbijoukko
kansliapäällikkö
leima
huonekalu
yrittäjyys
käytävä
tarkastaja
aviomies
reikä
aktiivisuus
kaupungintalo
veroprosentti
oleminen
lentoyhtiö
turvallisuuspolitiikka
vankeusrangaistus
peili
työmarkkinajärjestö
uuni
viha
kuori
haltija
käsky
tuomiokirkko
tiedotus
pohdinta
terroristi
kansalaisjärjestö
kuntaliitto
kaatuminen
keskusta
koski
pyhä
vitsi
aamuyö
klinikka
peruspalvelu
tyytyväisyys
hitti
hiekka
kansallispuisto
vastus
byrokratia
nahka
rautatieasema
koripallo
sipuli
tasoitus
elimistö
muovi
peliaika
tshetsheeni
valmistautuminen
asemakaava
lähettiläs
varatoimitusjohtaja
enkeli
sattuma
vessa
arkkitehtuuri
hattu
huomautus
kävely
kuntaliitos
pikkupoika
uusiminen
vastalause
ikäihminen
lemmikki
porkkana
syrjä
eurooppalainen
kansanpuolue
